,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
19,5.009027,28.416796,-107.60384,51.452698,-33.433247,37.67206,-43.64645,-79.02526,37.766903,-25.056343,-81.34252,-64.78714,7.8289204,-53.054855,-29.20446,-2.5889459,-47.609657,59.266144,36.793705,-27.283714,1.8808326,-18.490873,-2.3757489,44.62278,-34.646942,-15.1638565,83.286804,-45.514484,57.537518,34.047356
20,-26.950428,13.999708,-51.575665,-19.319843,55.841553,-13.906781,17.899681,19.589947,71.75234,-9.778761,31.68614,101.22033,29.917234,27.946035,5.146951,-47.076126,39.918007,-43.027634,-34.94975,-78.18014,-5.7043824,-3.6694024,42.05737,98.406876,-0.97313595,3.2495654,58.1235,21.941532,-92.22042,-39.96289
21,1.1239569,-60.36372,-61.76024,-44.092716,-7.7898846,72.768524,64.31615,0.3443914,-90.061165,-16.832205,-23.373913,-27.246593,18.449211,-64.266685,-13.263875,47.86453,-46.727577,0.21622825,-100.83359,-26.257418,-1.8336195,-33.1988,66.67972,-44.42694,5.0834646,-6.984135,-15.697334,25.326921,-19.167524,-40.759308
22,1.9794656,37.246883,66.93249,-3.3844538,4.750056,-8.581679,15.236123,24.493769,16.43206,91.49856,11.304103,43.995655,-63.619514,-36.348145,21.946442,-15.757294,-45.644653,67.24933,-2.0520484,16.953403,-11.106768,-45.656048,23.343191,-28.618475,-32.037556,53.466602,23.89474,72.8426,-33.33589,-31.245882
23,77.51921,-7.2817345,27.85604,33.130642,-47.735207,7.189081,32.902523,-52.818913,78.03882,47.021877,-8.566767,17.193272,-33.250904,-56.202717,2.0584307,-0.12877867,-72.246796,3.0715725,33.915565,41.3577,6.189085,13.1298275,-30.320797,21.901806,-35.554955,-5.902052,73.008606,45.30536,-9.487624,-2.376411
24,56.840954,36.27232,-67.017204,-4.093966,13.947601,45.813198,45.652752,-58.328304,1.0146472,34.442,43.570488,-36.275757,2.2131665,30.952848,-23.523682,67.219345,-45.607807,0.71181065,-4.2455573,-49.66546,61.699497,4.72958,-41.003265,-2.1403332,-19.265123,-23.114609,71.17647,18.642408,58.508614,31.647903
25,-28.738487,42.55445,9.410751,70.15946,2.1538408,5.7368197,-5.6777472,51.483032,43.59983,27.151583,-102.18964,35.80456,109.78579,32.155518,8.354674,-45.735233,59.25769,58.537563,12.124869,-44.96934,3.4292636,-31.109499,77.43642,114.80872,22.638437,84.56683,23.748924,37.481762,25.009022,58.151524
26,19.349953,14.342067,25.9858,43.491596,-8.543512,46.569363,-30.168362,-7.2151985,81.86951,21.5743,-5.371308,28.902843,-55.00313,-59.697212,92.87603,47.32384,-84.26107,29.654385,108.71571,50.708466,17.231514,-21.703514,-81.01504,24.121529,-31.340496,28.252842,53.118343,36.439217,13.891269,1.2074562
27,10.949155,-37.81927,-41.342304,-45.91434,-48.981842,57.306892,49.389614,-9.032194,-31.623009,4.6879315,-17.115149,12.625704,16.411245,22.3587,10.620165,12.1281395,-10.826746,-0.5854878,-6.3996677,13.7446785,39.288,-21.88937,8.953939,8.204897,-46.618584,30.613047,52.28571,44.87999,-32.763386,-12.90524
28,107.9695,53.58174,16.01555,52.14722,-75.614105,-80.49466,15.952668,-147.2203,6.378781,31.54143,-15.430638,-3.9332132,113.59086,-23.81785,-6.428923,112.39626,29.072159,3.5326488,6.59524,-62.11193,11.585014,16.004436,-47.189095,69.14623,-29.598698,-11.8912115,45.0873,24.284388,7.8272114,42.6671
29,6.177379,-86.20113,-63.36033,-47.90907,-36.56012,50.10117,24.795269,-9.07685,-53.434082,-35.052612,-20.850828,8.970065,17.548378,-37.14627,18.771032,5.960941,29.6006,-41.09941,-49.972424,44.96937,51.209827,-11.175241,9.9335785,-22.70095,-18.955334,68.52549,2.1693807,80.365234,-20.245716,15.388416
30,54.12052,38.754906,-15.606853,47.796753,-43.002193,7.267861,56.50112,31.180563,-4.8100886,41.577877,34.801445,-70.052055,-66.766136,41.13211,100.437614,75.822205,40.1491,-11.537627,-25.754568,44.746284,2.3936377,38.390495,-30.467787,17.11485,-13.707249,132.40697,-37.536415,42.379128,-114.10753,-38.363808
31,-10.282369,21.126,12.230533,-7.355379,-32.34327,40.007484,19.619019,49.26287,12.863575,-2.6651328,17.326271,56.15309,-8.422218,52.702187,4.301756,-8.426971,2.085602,-34.02131,-25.288202,-35.707394,41.789864,-64.010605,51.860325,36.4935,-27.478846,-32.552322,78.13298,38.96824,-4.4072785,8.459633
32,-11.72949,-102.939835,58.524544,-102.8918,4.7108493,8.700431,-12.810806,19.896637,-41.733414,40.57441,19.473774,50.946,-17.06522,-89.83873,24.506548,-17.940672,-41.24651,44.46991,-110.57733,14.652413,22.109005,2.4992692,21.70745,-29.015352,10.601384,27.32489,-9.82921,33.3717,52.14476,9.424974
33,43.208347,-16.463936,-28.361998,45.160404,-13.273339,42.16325,50.67048,-19.10535,33.993885,33.424538,76.42456,-56.34753,-16.790733,-16.054314,-38.397717,-13.322312,-34.79644,1.2045647,57.162163,34.313957,96.597115,52.3053,-63.5172,-21.690166,-34.913616,-26.948406,69.08313,45.078075,70.38856,118.2166
34,-86.642944,-10.777037,-40.1436,-26.276796,-23.976334,30.905743,-10.302867,-10.44426,25.17593,44.13311,34.126354,76.54678,-1.1452324,8.680992,-70.14821,-35.36649,-48.037113,-86.516266,-16.974247,-28.646608,20.112898,-0.88601065,60.342457,-4.691432,1.1854757,-1.8623818,125.313675,-106.87227,-2.850721,-13.381921
35,57.165493,20.30712,23.688902,-19.371273,-41.81372,35.003986,81.54939,-58.553837,9.430925,71.4712,81.7734,-12.200921,24.572767,2.763895,-39.742893,-46.534416,-10.467607,36.605305,-28.43284,4.734294,-16.03823,73.425896,-39.185425,-60.88152,5.1991158,-26.68887,42.950665,58.966965,-44.13573,4.032627
36,74.156044,26.210987,-28.03385,5.466666,18.271833,11.348371,23.640768,-116.18979,-19.518188,33.215363,67.381424,-64.509125,-8.445355,42.597916,-46.17196,67.21214,-25.642973,-8.478521,-11.5878935,-48.36487,61.447964,-1.8028234,-46.666424,17.854916,-14.557021,-28.799149,30.385511,28.793179,76.0212,50.059532
37,-4.933902,-24.250101,28.64786,0.4215433,33.14544,74.641945,-33.282104,4.2655907,-29.879332,86.89759,8.630637,-100.86188,5.933241,75.77114,-75.40182,12.760039,28.853748,-51.774303,63.443443,12.5384865,-32.70349,51.67541,-67.43936,40.43494,-14.286327,-19.704708,31.57284,48.882725,143.82971,60.87605
38,-64.328156,-22.231255,-35.261868,28.220078,-2.7830958,15.912292,-11.898548,10.787505,55.254456,50.25328,-12.251612,86.58183,123.63482,54.749744,-35.695564,-18.720167,3.6597502,34.727245,25.497784,-77.60088,-35.745228,-22.74204,110.30104,42.860767,35.318764,52.91828,-17.705317,-11.867875,-103.6807,64.74081
39,31.889742,52.719646,14.183864,10.713451,-17.513924,-1.9242079,59.03283,-61.36317,42.932953,3.1348817,-6.981505,27.210724,22.093515,-41.238235,1.0431789,109.235,9.602723,53.48479,-46.249252,-87.694115,5.7359962,28.295061,-111.415924,92.47498,-9.114763,3.8401864,34.56019,-59.272743,73.07359,64.70029
40,-10.245188,-76.26203,-0.43481642,-60.41073,-30.258837,60.58782,42.470238,29.500832,-67.630196,26.279665,-20.328259,-10.205456,-37.986492,-19.255447,24.72298,-12.374337,-22.128216,55.02535,-137.24931,-18.807127,-14.538832,-7.244284,28.443495,-35.896122,-10.44559,56.902397,-8.389127,39.599182,10.248203,5.6777506
41,89.21341,54.20634,-52.612446,16.297457,38.129025,53.37649,-4.578675,-74.3257,-47.093784,29.98771,30.625208,-47.914925,7.9436665,29.495562,-16.57566,65.154274,-37.799038,-12.05746,-1.6032766,-55.57284,63.858433,-14.812662,-41.547356,20.664793,-27.969505,-9.843216,77.11929,4.6233497,33.422615,44.510727
42,-80.93072,-8.3803,-7.273836,0.48141482,-36.82368,23.378769,23.611055,-27.1758,23.843643,30.88803,15.99728,76.18041,-0.45151278,-44.011116,-58.17385,-21.188139,-37.96915,-37.478664,9.399701,-70.04513,69.083885,6.0175323,45.953117,-2.6178691,0.21989016,-28.296425,57.672543,-108.20584,-8.644086,-4.3458915
43,11.580328,-65.315445,24.231577,-33.833836,-47.977455,29.509455,28.747505,11.439454,-49.174896,9.116661,-26.563442,5.5582604,-13.57611,41.50037,-1.061657,25.227642,-16.89457,39.65505,-20.748299,1.582374,32.88139,-21.615002,18.305954,2.5176046,-27.888453,16.300907,57.70684,20.883923,-21.03864,-7.2363296
44,9.770379,-49.542538,-65.11378,-37.590675,-50.512863,57.13128,62.641865,-0.878025,-43.032883,2.403668,-28.291424,3.1779144,4.109123,-0.7318299,4.0783463,22.717348,0.89831233,-14.609521,-15.224059,5.9044495,32.698788,-32.754032,-1.0909941,3.2967236,-44.566563,35.303345,16.321003,61.706028,-30.517603,1.72983
45,36.750618,13.995941,-24.87961,32.798267,34.525536,-0.061355658,-29.389515,-98.20246,-38.549015,43.516876,-54.07204,-79.54587,-3.8310497,74.13999,-42.044247,30.376352,-28.036308,-22.953215,38.23729,0.4494833,53.143764,30.099813,-6.7347417,19.52015,15.046244,45.737072,43.697266,25.808945,143.67067,17.9857
46,-63.949898,-31.850609,-30.742264,-57.647335,13.588774,28.381285,9.30003,-12.879919,36.833477,59.602634,25.437473,134.9704,24.531462,22.8377,-75.118004,-34.601715,-11.765324,-107.68134,7.8601046,1.7150592,-47.117413,-21.481876,50.779934,-0.8694132,24.179016,21.61252,41.126854,-98.37428,-15.002248,-30.328867
47,106.74043,95.162636,-3.9457726,26.276428,25.031336,-25.27131,61.017616,-72.937996,-30.318546,6.9995556,39.4999,-54.066013,13.227909,-41.971066,-18.15895,31.40393,77.51877,47.73843,-74.08209,-52.96904,66.73695,29.98415,-119.891106,115.099014,7.8952875,-29.666887,70.5607,-28.870474,36.967762,152.77666
48,-11.613298,20.755194,26.994083,34.61281,-1.7826368,-2.8200076,-22.375856,28.88757,18.72235,53.047733,-83.141304,23.147032,111.33454,59.845383,-38.983376,-1.9773934,44.875793,52.1661,32.178486,-38.44889,-31.843403,4.3057094,48.947193,74.148926,7.0893135,118.76556,30.210806,18.035229,30.66095,73.022865
49,25.76262,53.150005,-97.64335,29.370607,87.84469,54.718742,-29.690187,-21.332264,-57.714016,21.456974,36.2909,-93.56192,50.263947,97.97975,-69.445915,42.92325,-48.62121,-43.296677,32.765205,-3.145338,10.519905,99.43149,-32.93524,-47.756054,-13.421187,68.610085,80.98113,23.09254,48.96106,22.8363
50,23.648626,73.66598,2.0537906,14.486603,6.5483036,35.594112,-49.350563,-16.867624,13.806707,37.78769,15.468461,-38.116455,34.8714,91.71267,106.30795,27.086243,15.515593,-61.74897,-10.275514,-75.960365,68.90556,-37.511414,112.20507,105.328224,14.353109,-2.1764565,31.098406,-20.002367,21.318897,-72.75351
51,80.016075,77.602135,13.10256,21.365742,-17.96459,27.93566,20.637383,-54.362385,12.397955,50.49505,-6.3079333,-25.545252,-46.31591,-115.19167,-13.450284,-7.80702,-59.540054,-1.735011,24.387989,-3.0197072,-25.372297,-5.764242,24.45073,-31.802343,-8.436981,-35.88655,83.818985,82.182625,-59.553562,32.706703
52,13.618249,2.72957,-4.3314433,8.00771,27.431458,26.479647,-48.256493,-38.80982,-32.33602,72.36095,-97.79297,-28.477268,81.12835,71.86289,-45.341763,11.088307,-41.040516,10.792868,47.78028,-24.749603,13.510974,37.20404,55.89037,1.8785775,-6.201313,123.05695,18.447052,-23.605345,21.958334,24.137035
53,10.083801,-32.06519,-35.301186,-76.9925,-51.880802,63.74725,39.75337,-17.03217,-24.18149,-10.8336115,-26.776497,17.675798,16.746702,17.136654,-4.088188,9.307571,-30.66697,8.673331,-33.782887,-2.5763388,46.770573,-5.300964,27.201754,-7.2131543,-26.027912,29.218885,38.520535,38.24662,1.8404758,-17.32818
54,-8.579306,-38.324722,-10.165685,-35.146572,71.694595,23.760834,-2.5874367,20.36373,55.665195,6.6201367,-8.255782,87.36257,-1.9537233,24.9155,-77.491104,-37.062077,-13.318736,-33.266026,-3.4118989,-54.75156,3.3475747,-30.094444,26.190588,59.709564,-37.16804,35.955624,-1.8179356,-19.028217,-32.422688,-38.127903
55,-45.570637,-17.669607,-15.769029,-46.45565,8.170387,39.270737,-5.853843,41.747223,48.584023,17.902695,4.927342,76.90692,7.6880493,27.699974,-101.71877,-40.676044,-82.33782,-39.36663,8.234677,-79.1275,11.785705,-65.164566,55.191036,89.352554,-20.306616,24.33023,7.4402328,-7.1151457,-0.9329804,-9.027552
56,-31.668898,39.19751,101.32773,-19.721695,16.262934,38.376022,-29.95307,28.396662,-60.748238,82.73533,-16.826084,26.188297,-80.196945,-52.644974,31.102077,81.43083,-83.38413,79.13436,-63.571983,-4.667619,-22.035622,-20.742905,88.35188,-22.442274,23.232258,18.952726,-41.331238,13.157554,-44.183174,-76.05095
57,14.641355,-13.5328865,4.238168,-93.12783,12.248874,73.74998,3.447605,-27.335476,-70.84957,-66.38896,0.5483868,35.261593,27.916008,-32.679058,-8.771503,-15.694449,-66.92935,49.67266,-54.795383,-10.056814,18.394897,6.792342,87.171745,-65.06358,5.950993,-13.881349,6.604503,19.545942,15.15273,-34.091473
58,-54.915184,-9.2000885,-25.340862,-4.20829,-29.15734,13.030896,-19.533888,-51.491943,18.573849,71.67377,30.509882,63.84986,118.09378,43.926895,-25.682693,11.463035,0.81261843,26.099651,69.53111,-73.830086,-22.9127,-33.279667,98.927605,31.256433,45.412666,79.79449,-2.6605792,-30.088314,-73.11257,43.787865
59,-12.637612,28.234428,-24.562263,-56.381676,14.672631,12.912118,6.55618,21.868763,26.177618,17.057547,26.206642,102.818306,-13.191288,30.45351,-45.674057,-47.89721,-42.49502,-79.04987,-10.522011,-36.96212,10.829996,-79.72372,49.478973,87.53505,-29.17974,7.883836,44.510883,2.395957,11.5598345,-25.61496
60,-3.18219,17.411041,-0.5700239,43.14126,14.858763,12.1822815,-11.268145,49.225418,15.576702,26.064774,-95.05982,30.420664,122.565544,56.78512,-47.83997,-20.434752,34.421844,48.124577,39.422226,-29.346704,-38.640724,-11.331064,62.63094,60.728546,27.661612,117.506096,33.379364,29.098917,12.492469,68.90415
61,-1.3324214,-52.316868,-42.686443,-74.00818,-43.17772,52.698025,27.740381,-15.20161,-16.221958,-40.032005,-12.99489,24.366156,18.098602,5.478193,-15.757595,0.71496415,-10.643524,13.6843405,-37.291836,15.307108,45.389194,3.8781686,19.915348,-12.201944,-33.138607,14.8071375,22.793316,47.09551,13.891479,-17.943888
62,9.510187,10.37719,-47.809498,12.867264,3.0609317,19.153101,-10.037373,-28.479336,-9.126387,-14.696098,-49.06034,-44.624454,20.917639,-28.985054,-21.092709,-8.959707,-33.3978,31.630104,22.155693,-53.098278,32.88052,-13.5268545,-22.977995,22.099552,-81.99242,-6.392313,99.96988,38.532593,35.923622,22.92597
63,3.8229728,10.199306,25.108004,-35.699135,-29.621143,8.6967325,-24.502089,25.12085,87.64618,47.737904,14.309291,61.333458,-61.570145,-2.9754798,82.737236,62.19553,-78.46836,69.62522,65.86912,13.211635,4.981989,-23.939259,-25.663126,23.123705,-24.66869,30.960272,29.64645,66.473526,41.104652,9.28242
64,-17.733467,20.519026,34.558636,-20.857464,9.440902,39.33523,5.2482796,19.593597,-58.671246,63.511288,-23.034468,26.727423,-52.277172,-28.354546,33.535976,21.531706,-74.82845,40.3871,-25.27163,0.6977754,15.736042,-36.75952,42.923153,-13.324766,0.13613334,12.996923,21.503244,69.613335,-42.652847,-25.05867
65,58.32568,31.952276,-21.14472,-16.239168,45.887222,27.794622,-23.1474,-6.9542165,-56.146175,67.479294,-38.327156,-5.3072352,61.144672,91.09778,-63.04229,41.502174,-36.63642,-4.9178505,32.499264,-42.69197,-25.58925,5.977265,7.693429,13.598118,-20.337664,98.764755,42.284584,-3.7258348,40.280083,59.545616
66,-101.468094,-21.36186,-45.061,-50.35937,-0.04278007,-7.4086466,10.07603,2.7087219,25.614511,16.54172,20.485613,15.622634,3.2351182,43.09965,-48.460773,-36.43362,0.32795894,-55.76839,-29.573006,-9.138509,-99.84472,-68.55474,58.963085,26.57012,26.608484,-47.4348,119.35854,-11.962214,10.512839,4.988338
67,7.683185,9.345841,56.69244,47.99151,55.62656,50.70417,-19.05852,-12.38685,22.991844,19.12501,-23.121286,51.099842,-22.640684,-89.817924,67.27445,15.361808,-55.097473,71.02661,13.17636,-35.177834,-22.913048,-45.659504,-29.988682,-2.1218047,-50.605152,-30.386057,49.737858,29.613504,-53.273705,-28.565403
68,-10.76814,16.35787,-7.592387,-51.309734,0.26848137,95.45859,39.840492,11.3662405,-72.22667,32.98711,-49.101265,8.096621,-2.1095474,-58.409397,44.22202,10.040747,-41.11697,30.07865,-14.787031,19.575624,-20.196619,-27.782043,38.83808,5.31372,2.8954062,8.818475,20.437592,94.248184,-35.033604,-21.71991
69,-4.3763494,-72.03937,10.618592,-65.361244,-25.304108,2.4397893,-16.725122,15.946446,-58.19914,-14.141933,-0.8920248,30.483984,-29.238394,17.966906,4.898625,10.331497,-3.6371481,31.763227,-78.78918,38.918453,64.36171,4.250721,28.94878,-24.07728,-10.00757,74.373055,11.747506,52.78745,29.432062,12.419332
70,73.6444,54.42055,-0.32094845,16.604002,59.843014,30.803385,-35.401073,26.914246,-75.27918,59.381996,-26.476685,-12.181331,76.13101,102.201515,-103.01314,31.626179,-2.449922,-3.0855515,32.10318,-58.48212,-26.455864,18.535118,8.243613,30.416904,-7.493428,98.65846,-3.8757694,2.3919344,39.324734,76.255295
71,-16.455801,-11.309728,29.283539,-33.91926,-18.262918,24.660553,38.94521,28.887022,116.2158,-8.555598,48.684425,-46.899754,-33.93702,20.847322,81.511475,56.88117,-29.079023,67.69833,41.06029,2.509649,-15.379511,4.0864263,-77.31278,6.1567035,-65.20419,8.458985,23.061802,-7.6912274,31.25095,1.5915481
72,-67.66751,21.914278,-84.17912,38.816055,-23.384216,15.559697,-0.70490706,-55.5763,13.011158,37.169537,-68.824,-67.103424,25.869465,-13.411658,-92.31961,-58.30982,6.64827,53.559334,7.403011,16.333082,27.687452,94.39706,11.202165,12.494977,12.477104,44.672962,107.49988,33.64918,12.323649,73.17555
73,-35.61585,14.320151,-51.389957,-22.82166,-10.837096,61.128716,45.562748,49.8119,98.66305,18.02973,-34.300377,29.328672,14.02417,5.517179,26.533659,-26.588064,15.049422,-10.100802,-1.7207813,-40.269413,59.734547,-1.6208676,58.321735,28.579128,-23.317284,8.634858,45.63473,-27.31447,-30.730904,-19.114069
74,-19.537386,-0.7385787,27.727365,12.576994,-22.906136,-1.8249416,-13.026135,42.60573,99.35244,28.985346,63.697666,21.891247,-86.18614,31.307396,104.71373,35.77807,-61.502785,73.22433,80.29682,16.650253,30.993595,-6.843854,-7.7454796,-17.559065,-38.337185,65.15066,27.486773,78.61552,44.989803,18.666851
75,-57.539097,-3.2582464,-26.922628,-17.388437,-25.739103,68.93393,6.643241,-38.83245,51.82899,69.62491,25.504208,83.10521,28.933752,13.168064,-75.157166,-43.779865,-3.9421296,-66.72057,11.755182,-1.4011422,79.27178,28.673136,71.84477,-24.479599,0.8815437,53.35512,24.16802,-80.36333,-46.984005,1.4108036
76,-20.773777,-33.28741,33.338917,-7.4468246,24.698656,25.698912,-58.427776,-91.79411,-5.806925,78.15386,-6.213898,8.981248,98.187325,75.821106,-16.145683,56.665565,-42.678127,-27.802704,76.98896,-77.25905,-9.103238,3.2859871,92.79319,4.7741156,34.039406,102.69184,-14.890828,-85.23482,-29.834854,4.2086635
77,31.118916,-46.78097,1.2477237,-29.025986,-104.72093,-5.2275825,18.897223,24.27124,128.1347,47.22438,95.688965,36.610825,-28.094015,5.8091607,61.533905,96.239136,-4.7271433,75.39615,18.906103,-27.677916,-12.270886,32.79151,-95.226875,-7.7263937,-49.96837,-24.334862,-4.998076,-21.611563,60.44771,36.469856
78,-5.688953,29.536463,9.430799,-15.842859,-27.36749,49.109974,13.421264,57.638653,26.247438,-10.336706,17.963188,39.193756,2.9628873,42.137947,9.7409525,-19.31925,2.982582,-29.157486,-20.235243,-55.38068,68.32189,-69.41136,60.8093,32.103195,-20.629818,-28.069094,61.188717,46.206078,-8.555747,6.9051757
79,8.512848,-4.2749114,-27.654058,36.023884,-26.560558,16.85718,46.33735,-37.23963,34.90711,20.750141,53.297585,-27.086758,-31.920088,76.261284,-61.631763,4.378242,-72.5658,-18.256615,79.19683,52.896194,20.260885,80.274445,4.674322,-48.16804,6.3903904,16.562712,51.856735,84.72308,-1.279847,76.90536
80,-17.09259,-42.786587,49.979206,20.400627,-22.2732,-8.946005,-13.445269,60.59121,12.172496,76.51482,33.42638,14.12445,-93.45418,1.650496,66.953064,6.0850735,-71.61269,23.505375,52.011642,74.380844,46.462696,-21.414164,0.566784,2.3772697,-6.2408395,99.970314,18.150928,128.57639,23.749826,25.175463
81,-0.3114738,-83.37807,56.8618,-112.650085,-1.7877791,2.9713266,-10.246555,12.643236,-71.81763,36.11767,8.023444,58.40088,-5.553301,-97.42552,24.11914,-75.1288,-51.27649,29.604,-77.329735,0.026357995,4.4416924,1.5776255,6.358512,-65.34716,23.76808,10.029673,-25.469166,41.085552,29.773355,15.013333
